Keyword,Country code,Location,Entities,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Navigational,Informational,Commercial,Transactional,Branded,Local
fc emmen standings,ZA,South Africa,FC Emmen (Organization),"People also ask, Knowledge panel, Sitelinks, Video preview",1200,40,,0,0,54,https://new.betway.co.za/betting-rules-and-tips,,2025-09-16 0:24:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
golden arrows games,ZA,South Africa,Lamontville Golden Arrows (Organization),"People also ask, Knowledge panel, Sitelinks, Thumbnail, Video preview",1200,2,,0,0,89,https://www.betway.co.za/Event/LiveSport,,2025-09-17 23:58:48,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
srd balance check,ZA,South Africa,SRD (Product),"Featured snippet, People also ask",1200,1,0.01,0,0,79,https://www.betway.co.za/account/loginform,,2025-09-09 3:20:06,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
kolmonen games,ZA,South Africa,Kolmonen (Event),"Knowledge panel, Sitelinks",1200,5,,0,0,29,https://www.betway.co.za/sport/soccer/fin/kolmonen/hjk__2f__kantsu-v-japs_47/0?datefilter=202509161910&eventId=6fc2212e-0f78-4405-8094-b463d178854e,,2025-09-16 18:36:54,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
primera nacional games,ZA,South Africa,Primera Nacional (Event),"Knowledge panel, Video preview",1200,8,,0,0,43,https://www.betway.co.za/,,2025-09-21 14:36:23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
bash app download,ZA,South Africa,"Bash (Product), Bash app (Product)","Sitelinks, Video preview",1200,15,0.02,0,0,42,https://www.betway.co.za/lobby/casino%20games,,2025-09-23 4:32:29,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
magic lotto,ZA,South Africa,MagicLotto (Organization),"Sitelinks, Video preview",1100,2,0.01,2,0,23,https://www.betway.co.za/luckynumbers,,2025-09-15 9:55:30,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
hollywood register login password,ZA,South Africa,Hollywoodbets (Organization),"Sitelinks, People also ask, Video preview",1100,53,,2,0,22,https://www.betway.co.za/account/loginform,,2025-09-08 14:52:39,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
mtn results today live,ZA,South Africa,MTN 8 (Event),"Sitelinks, People also ask, Top stories, Thumbnail, Video preview",1100,45,,1,0,26,https://www.betway.co.za/LiveScores,,2025-09-04 10:56:53,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
score update today,ZA,South Africa,,"Sitelinks, Video preview",1100,87,,0,0,31,https://www.betway.co.za/LiveScores,,2025-09-10 10:41:47,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
www.hollywoodbets.mobi app download,ZA,South Africa,Hollywoodbets App (Product),Sitelinks,1100,53,0.02,1,0,26,https://www.betway.co.za/account/loginform,,2025-09-09 16:24:23,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
bray wanderers f.c. standings,ZA,South Africa,Bray Wanderers F.C. (Organization),"Knowledge panel, Sitelinks, Video preview",1100,0,,0,0,76,https://new.betway.co.za/sport/volleyball,,2025-09-16 5:40:19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
finland ykkonen table,ZA,South Africa,"Ykkonen (Event), Finland (Location)","Sitelinks, Knowledge panel",1100,0,,0,0,53,https://www.betway.co.za/sport,,2025-09-22 20:00:03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
psl reserve league games,ZA,South Africa,PSL Reserve League (Event),"Sitelinks, Knowledge panel, Thumbnail, Video preview",1100,1,,0,0,39,https://www.betway.co.za/sport,,2025-09-23 2:38:18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
aviator predictor online free,ZA,South Africa,Aviator Predictor (Product),"Sitelinks, Video preview, People also ask",1100,61,0.31,0,0,36,https://www.betway.co.za/lobby/casino-games/launchgame/casino-games/trending/aviator,,2025-08-27 5:28:21,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
montpellier hsc games,ZA,South Africa,Montpellier HSC (Organization),"People also ask, Knowledge panel",1100,26,,0,0,47,https://www.betway.co.za/sport/soccer/fra/ligue_2/guingamp-v-montpellier_hsc/0,,2025-09-17 7:20:32,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
argentina reserve league standings,ZA,South Africa,"Reserve League (Event), Argentina (Location)",,1100,0,,0,0,54,https://www.betway.co.za/sport,,2025-09-13 11:39:26,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
wild wild riches demo,ZA,South Africa,Wild Wild Riches (Product),"Sitelinks, Video preview",1100,80,0.35,0,0,54,https://www.betway.co.za/lobby/casino-games,,2025-09-23 1:58:24,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hnk rijeka games,ZA,South Africa,HNK Rijeka (Organization),"People also ask, Knowledge panel, Sitelinks, Video preview",1000,17,,0,0,43,https://www.betway.co.za/sport/soccer/cro/1._hnl/nk_vukovar_91-v-hnk_rijeka/0,,2025-09-22 17:28:42,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk49s teatime for today predictions code,ZA,South Africa,UK 49s Teatime (Event),"Sitelinks, Video preview",1000,37,0.1,0,0,45,https://www.betway.co.za/luckynumbers,,2025-08-27 10:12:27,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
mozambique national football team games,ZA,South Africa,Mozambique national football team (Organization),"People also ask, Knowledge panel, Video preview",1000,43,,0,0,70,https://www.betway.co.za/,,2025-09-18 8:48:14,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
lottostars,ZA,South Africa,LottoStar (Organization),"Sitelinks, People also ask, Video preview",1000,28,0.28,0,0,38,https://www.betway.co.za/account/loginform,,2025-09-22 14:45:24,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
how to download whatsapp on huawei,ZA,South Africa,"Huawei (Organization), WhatsApp (Product)","AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",1000,0,0.02,0,0,54,https://www.betway.co.za/Betway-App,,2025-08-30 13:00:30,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
cobh ramblers standings,ZA,South Africa,Cobh Ramblers (Organization),"People also ask, Knowledge panel, Video preview",1000,0,,0,0,71,https://new.betway.co.za/betting-rules-and-tips,,2025-09-14 15:04:04,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
mtn rica online,ZA,South Africa,MTN (Organization),"AI Overview, Thumbnail, People also ask, Video preview",1000,0,0.18,0,0,70,https://www.betway.co.za/sport,,2025-09-01 22:02:52,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
al ittihad al sakandary games,ZA,South Africa,Al Ittihad Al Sakandary (Organization),"People also ask, Sitelinks, Video preview, Knowledge panel",1000,45,,0,0,33,https://www.betway.co.za/sport/soccer/egy/premier_league/fc_masr-v-al_ittihad_al_sakandary/0,,2025-09-23 4:48:52,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
wk league,ZA,South Africa,WK League (Event),"Knowledge panel, Sitelinks, Video preview",1000,33,0.01,0,0,46,https://www.betway.co.za/sport/soccer/republic_of_korea/wk-league/gyeongju_hydro_%26_nuclear_power-v-suwon_fmc/0?inplay=true&datefilter=202509221200&eventId=1be4cfc8-f75c-45e9-84ae-8bd120c4aaa8,,2025-09-23 4:09:59,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
infoslip,ZA,South Africa,InfoSlips (Product),"Sitelinks, People also ask, Video preview",1000,0,1.38,0,0,70,https://www.betway.co.za/totesoccer?game=Soccer%20Tote,,2025-09-18 7:33:56,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
tyme bank ussd,ZA,South Africa,TymeBank (Organization),"AI Overview, Thumbnail, People also ask, Video preview",1000,0,0.08,0,0,62,https://www.betway.co.za/Account/MyAccount,,2025-08-29 4:19:10,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ekstraklasa games,ZA,South Africa,Ekstraklasa (Event),"Sitelinks, Knowledge panel, Thumbnail, Video preview",1000,46,,0,0,69,https://www.betway.co.za/,,2025-09-14 8:16:40,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
7/49 russia results today,ZA,South Africa,"Gosloto 7/49 (Event), Russia (Location)","Sitelinks, People also ask",1000,36,,0,0,40,https://www.betway.co.za/luckynumbers,,2025-08-30 21:47:05,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
srd number,ZA,South Africa,SRD Grant (Product),"AI Overview, Thumbnail, Featured snippet, People also ask, Sitelinks, Video preview",1000,7,0.01,0,0,44,https://www.betway.co.za/account/loginform,,2025-09-08 6:39:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
skn st. pölten standings,ZA,South Africa,SKN St. Pölten (Organization),"People also ask, Knowledge panel",1000,0,,0,0,69,https://new.betway.co.za/betting-rules-and-tips,,2025-09-14 11:17:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
yokohama f. marinos games,ZA,South Africa,Yokohama F. Marinos (Organization),"People also ask, Video preview, Knowledge panel",1000,37,,0,0,57,https://www.betway.co.za/sport/soccer/jpn/j.league/gamba_osaka-v-yokohama_f_marinos/0?datefilter=202509231200&eventId=737a68fb-845c-44e4-ac04-604ca6b43bf3,,2025-09-23 3:29:36,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
cash price south african coins value 1965,ZA,South Africa,,"People also ask, Video preview",900,0,,0,0,48,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-12 13:43:04,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
powerball plus predictions for today,ZA,South Africa,Powerball Plus (Event),"Sitelinks, Video preview",900,20,,0,0,49,https://www.betway.co.za/luckynumbers,,2025-09-12 14:42:02,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
fin choice,ZA,South Africa,FinChoice (Organization),"Sitelinks, People also ask, Video preview",900,4,0.08,0,0,77,https://www.betway.co.za/Account/LoginConfirmation,,2025-09-19 10:38:39,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
holywood bet,ZA,South Africa,Hollywoodbets (Organization),Video preview,900,62,0.31,0,0,31,https://www.betway.co.za/,,2025-09-10 8:11:52,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
hollywoodbets greyville racecourse,ZA,South Africa,Hollywoodbets Greyville Racecourse (Location),"Knowledge panel, Sitelinks, Video preview",900,38,0.23,0,0,52,https://www.betway.co.za/Horseracing,,2025-09-21 12:48:43,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
soccer opera mini,ZA,South Africa,Opera Mini (Product),"Sitelinks, Video preview",900,78,,1,0,25,https://www.betway.co.za/,,2025-09-12 19:25:16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
springbok inn,ZA,South Africa,Springbok Inn (Organization),"Sitelinks, Thumbnail, Video preview, People also ask",900,0,0.21,0,0,64,https://www.betway.co.za/account/loginform,,2025-09-15 21:35:09,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how to withdraw,ZA,South Africa,,"AI Overview, Thumbnail, People also ask, Video preview",900,13,0.14,0,0,30,https://www.betway.co.za/how-to-withdraw,,2025-09-14 19:22:33,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
moya app login,ZA,South Africa,Moya App (Product),"People also ask, Video preview",900,2,0.01,0,0,35,https://www.betway.co.za/Account/LoginConfirmation,,2025-09-08 2:58:20,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
national bank of egypt sc games,ZA,South Africa,National Bank of Egypt SC (Organization),"Sitelinks, People also ask, Knowledge panel, Video preview",900,23,,0,0,58,https://www.betway.co.za/sport/soccer/egy/2nd_division/proxy_sc-v-telecom_egypt/0?datefilter=202509181500&eventId=8830aa0b-ee0e-44c1-a8d0-1c016f2f93da,,2025-09-20 5:59:28,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
update tymebank app,ZA,South Africa,TymeBank app (Product),"AI Overview, Thumbnail, People also ask, Video preview",900,20,0.02,0,0,75,https://www.betway.co.za/Account/LoginConfirmation,,2025-08-29 4:21:14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
bolt requirements,ZA,South Africa,Bolt (Organization),"People also ask, Sitelinks, Video preview, Bottom ads, Paid sitelinks",900,0,0.11,0,0,55,"https://www.betway.co.za/sport/soccer/int/wc_qualification,_caf/tunisia-v-liberia/0",,2025-09-06 4:13:58,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
can i withdraw tymebank cash send at shoprite,ZA,South Africa,"Shoprite (Organization), TymeBank Cash Send (Product)","AI Overview, Thumbnail, People also ask, Discussions and forums, Video preview, Sitelinks",900,11,0.15,0,0,57,https://www.betway.co.za/Account/MyAccount,,2025-09-08 6:40:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk hot numbers for today,ZA,South Africa,UK 49s (Event),"Sitelinks, Video preview, Thumbnail",900,31,0.03,0,0,44,https://www.betway.co.za/luckynumbers,,2025-09-23 2:50:05,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how to do cash send on tymebank,ZA,South Africa,TymeBank (Organization),"AI Overview, Thumbnail, People also ask, Video preview",800,11,1.56,0,0,75,https://www.betway.co.za/Account/MyAccount,,2025-08-31 14:02:01,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
fc fredericia standings,ZA,South Africa,FC Fredericia (Organization),"Knowledge panel, Sitelinks",800,0,,0,0,63,https://new.betway.co.za/livescores,,2025-09-18 9:58:18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
srd update,ZA,South Africa,SRD Grant (Event),"People also ask, Sitelinks, Video preview",800,3,0.01,0,0,54,https://www.betway.co.za/account/loginform,,2025-09-05 6:44:04,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
hollywood beats,ZA,South Africa,Hollywoodbets (Organization),"Sitelinks, People also ask, Video preview",800,60,0.13,0,0,38,https://www.betway.co.za/lobby/casino-games,,2025-08-29 10:32:59,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
tunisia national football team games,ZA,South Africa,Tunisia national football team (Organization),"People also ask, Knowledge panel, Video preview",800,35,,0,0,67,https://www.betway.co.za/,,2025-09-22 12:28:05,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
how to buy 1 voucher using airtime,ZA,South Africa,1Voucher (Product),"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums, Video preview, Bottom ads, Paid sitelinks",800,40,0.1,0,0,83,https://www.betway.co.za/Account/MyAccount,,2025-09-08 14:57:04,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
hobro ik standings,ZA,South Africa,Hobro IK (Organization),"People also ask, Knowledge panel, Video preview",800,0,,0,0,60,https://www.betway.co.za/,,2025-09-13 9:42:58,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
lucky 7,ZA,South Africa,Lucky 7 (Product),"Thumbnail, People also ask, Knowledge panel, Sitelinks, Video preview",800,48,0.25,1,0,21,https://www.betway.co.za/lobby/betgames,,2025-09-06 16:58:13,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
today live match,ZA,South Africa,,"AI Overview, Sitelinks, Video preview, People also ask, Top stories, Thumbnail",800,84,,0,0,53,https://www.betway.co.za/LiveScores,,2025-09-01 17:27:32,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
lithuania 1 lyga table,ZA,South Africa,"1 Lyga (Event), Lithuania (Location)","Knowledge panel, Video preview",800,2,,0,0,46,https://www.betway.co.za/,,2025-09-17 6:27:34,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
where to withdraw tymebank cash send,ZA,South Africa,TymeBank Cash Send (Product),"Featured snippet, People also ask, Sitelinks, Video preview",800,11,0.09,0,0,77,https://www.betway.co.za/lobby/casino-games/slots,,2025-08-27 7:57:24,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
how long does lottostar take to pay out,ZA,South Africa,Lottostar (Organization),"Featured snippet, People also ask, Discussions and forums, Video preview",800,37,,0,0,32,https://www.betway.co.za/account/loginform,,2025-08-31 3:37:59,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
bahrain 2nd division table,ZA,South Africa,"Bahrain Second Division (Event), Bahrain (Location)","Knowledge panel, Sitelinks",800,19,,0,0,62,https://www.betway.co.za/sport,,2025-09-20 22:44:19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
uk 49 lotto results,ZA,South Africa,"UK 49s (Event), UK 49s Lottery Results (Event)","Sitelinks, Video preview",800,70,,0,0,31,https://www.betway.co.za/luckynumbers,,2025-09-14 18:58:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
damallsvenskan games,ZA,South Africa,Damallsvenskan (Event),"Knowledge panel, People also ask, Video preview",800,0,,0,0,52,https://www.betway.co.za/,,2025-09-18 5:16:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
withdraw money,ZA,South Africa,,"AI Overview, Thumbnail, People also ask, Video preview",800,28,0.13,0,0,31,https://www.betway.co.za/how-to-withdraw,,2025-09-06 4:04:01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
94.7 competitions,ZA,South Africa,94.7 (Organization),"AI Overview, Thumbnail, People also ask, Video preview",800,12,,0,0,23,https://www.betway.co.za/blog/august-2018/947-listeners-giveaway,,2025-09-02 5:21:12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
popia act meaning,ZA,South Africa,Protection of Personal Information Act (Event),"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",800,33,0.01,0,0,99,https://www.betway.co.za/privacy-policy,,2025-08-27 7:54:24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
hollywoodbets login spina zonke games,ZA,South Africa,"Hollywoodbets (Organization), Spina Zonke (Product)","Sitelinks, People also ask, Video preview",800,58,0.12,2,0,22,https://www.betway.co.za/account/loginform,,2025-09-14 13:25:43,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
how do i redeem my standard bank instant money voucher,ZA,South Africa,"Standard Bank (Organization), Instant Money (Product)","AI Overview, Thumbnail, People also ask, Discussions and forums, Video preview",800,12,0.2,0,0,67,https://www.betway.co.za/Account/MyAccount,,2025-09-12 17:58:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
nfd live score,ZA,South Africa,Motsepe Foundation Championship (Event),"Sitelinks, Video preview",800,41,,0,0,33,https://www.betway.co.za/,,2025-08-29 23:29:07,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
hollywoodbets login forgot password download,ZA,South Africa,Hollywoodbets (Organization),"People also ask, Video preview",800,32,,0,0,31,https://www.betway.co.za/Account/LoginConfirmation,,2025-09-08 6:48:30,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
france lotto results yesterday,ZA,South Africa,France Lotto (Event),,800,76,0.01,0,0,51,https://www.betway.co.za/luckynumbers,,2025-09-23 3:43:51,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
powerball plus results and payouts,ZA,South Africa,Powerball Plus (Event),Video preview,800,47,,0,0,62,https://www.betway.co.za/luckynumbers,,2025-09-08 19:56:13,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
where can i withdraw tymebank cash send,ZA,South Africa,TymeBank CashSend (Product),"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",800,5,0.13,0,0,64,https://www.betway.co.za/lobby/casino-games/slots,,2025-08-24 11:42:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
playbets,ZA,South Africa,Playbet (Organization),"Sitelinks, Video preview",800,61,0.28,0,0,36,https://www.betway.co.za/how-to-bet,,2025-09-21 3:25:05,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
tymebank cellphone banking login,ZA,South Africa,TymeBank (Organization),"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",800,15,0.12,0,0,66,https://www.betway.co.za/Account/MyAccount,,2025-08-29 11:40:59,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
durban july,ZA,South Africa,Durban (Location),"Sitelinks, People also ask, Video preview",800,21,0.07,0,0,45,https://www.betway.co.za/Horseracing,,2025-09-21 15:44:24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
how to check data balance on mtn south africa,ZA,South Africa,"MTN South Africa (Organization), South Africa (Location)","AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",800,0,0.09,0,0,90,https://www.betway.co.za/Event/LiveSport,,2025-09-10 16:45:06,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
spbo livescores today,ZA,South Africa,,Sitelinks,700,82,,1,0,23,https://www.betway.co.za/LiveScores,,2025-09-11 14:09:02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
austria erste liga table,ZA,South Africa,"2. Liga (Event), Austria (Location)","Sitelinks, Knowledge panel, Video preview",700,26,,0,0,64,https://www.betway.co.za/sport/ice_hockey,,2025-08-30 14:16:30,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
tymebank change phone number online,ZA,South Africa,TymeBank (Organization),"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",700,1,0.08,0,0,65,https://www.betway.co.za/Account/LoginConfirmation,,2025-09-01 17:59:36,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
log in hollywood spina zonke,ZA,South Africa,Spina Zonke (Product),Video preview,700,51,0.29,1,0,23,https://www.betway.co.za/account/loginform,,2025-09-08 7:22:30,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
betsafe,ZA,South Africa,Betsafe (Organization),"Sitelinks, Knowledge panel, Video preview",700,67,0.21,0,0,41,https://www.betway.co.za/,,2025-08-31 23:17:40,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
standard bank century city,ZA,South Africa,"Standard Bank (Organization), Century City (Location)","People also ask, Sitelinks, Video preview",700,13,0.25,0,0,80,https://www.betway.co.za/terms-and-conditions,,2025-09-19 23:04:19,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
sunbet welcome bonus,ZA,South Africa,Sunbet (Organization),"Featured snippet, People also ask, Sitelinks, Video preview",700,59,0.2,0,0,60,https://www.betway.co.za/account/loginform,,2025-09-10 13:23:49,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
how to play spina zonke on hollywoodbets,ZA,South Africa,"Hollywoodbets (Organization), Spina Zonke (Product)","People also ask, Sitelinks",700,47,0.23,0,0,42,https://www.betway.co.za/lobby/casino-games/slots,,2025-09-05 20:09:41,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
greece extra 5 afternoon prediction for today,ZA,South Africa,Greece Extra 5 Afternoon (Event),Video preview,700,6,,0,0,29,https://www.betway.co.za/luckynumbers,,2025-09-04 10:33:03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
lives soccer scores,ZA,South Africa,,"Sitelinks, Video preview",700,86,,0,0,29,https://www.betway.co.za/LiveScores,,2025-08-28 20:11:02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
